PFI,UFI,FTYPE_CODE,NAME,NFEAT_ID,NUNIQ_LOC,STATE,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
4.16164e+06,5.09897e+07,locality,MAIDEN GULLY,7485,MAIDEN GULLY,VIC,4897,2002-01-14,0,2016-07-06
4.16162e+06,5.09897e+07,locality,BEALIBA,1092,BEALIBA,VIC,4897,2002-01-14,0,2016-07-06
4.16164e+06,5.09897e+07,locality,CALIFORNIA GULLY,5524,CALIFORNIA GULLY,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09897e+07,locality,MORANS CROSSING (NSW),22468,MORANS CROSSING (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16161e+06,5.09897e+07,locality,BOHO SOUTH,12083,BOHO SOUTH,VIC,4897,2002-01-14,0,2016-07-06
4.16161e+06,5.09897e+07,locality,NORTH BENDIGO,12084,NORTH BENDIGO,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09897e+07,locality,COOPERS GULLY (NSW),22469,COOPERS GULLY (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16161e+06,5.09897e+07,locality,WIRRATE,12085,WIRRATE,VIC,4897,2002-01-14,0,2016-07-06
9.97182e+06,5.09897e+07,locality,GERMANTOWN,13105,GERMANTOWN,VIC,4712,2002-02-25,0,2016-07-06
4.16162e+06,5.09897e+07,locality,LONGWOOD,1366,LONGWOOD,VIC,4897,2002-01-14,0,2016-07-06
4.16162e+06,5.09897e+07,locality,MARRAWEENEY,12088,MARRAWEENEY,VIC,4897,2002-01-14,0,2016-07-06
9.97182e+06,5.09897e+07,locality,TAWONGA SOUTH,11322,TAWONGA SOUTH,VIC,4712,2002-02-25,0,2016-07-06
9.97181e+06,5.09897e+07,locality,MOUNT BEAUTY,11291,MOUNT BEAUTY,VIC,4712,2002-02-25,0,2016-07-06
4.16162e+06,5.09897e+07,locality,LONG GULLY,7398,LONG GULLY,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09897e+07,locality,JINCUMBILLY (NSW),22470,JINCUMBILLY (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.38571e+07,5.09898e+07,locality,FRANCES (SA),18342,FRANCES (SA),SA,5734,2009-05-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,ANDO (NSW),22471,ANDO (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33158e+07,5.09898e+07,locality,TANTAWANGALO (NSW),22472,TANTAWANGALO (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33159e+07,5.09901e+07,locality,PERICOE (NSW),15037,PERICOE (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16139e+06,5.09901e+07,locality,NEWSTEAD,1451,NEWSTEAD,VIC,4897,2002-01-14,0,2016-07-06
4.16004e+06,5.31446e+07,locality,AIREYS INLET,58,AIREYS INLET,VIC,4712,2002-01-14,0,2017-07-20
1.38571e+07,5.09901e+07,locality,SPENCE (SA),18356,SPENCE (SA),SA,5734,2009-05-14,0,2016-07-06
4.1601e+06,5.31446e+07,locality,ELLIMINYT,12639,ELLIMINYT,VIC,4897,2002-01-14,0,2017-07-20
4.16008e+06,5.31446e+07,locality,DEANS MARSH,278,DEANS MARSH,VIC,4712,2002-01-14,0,2017-07-20
4.16138e+06,5.09901e+07,locality,CAMPBELLS CREEK,5543,CAMPBELLS CREEK,VIC,4897,2002-01-14,0,2016-07-06
4.16005e+06,5.31446e+07,locality,GERANGAMETE,356,GERANGAMETE,VIC,4712,2002-01-14,0,2017-07-20
1.38571e+07,5.09901e+07,locality,KOPPAMURRA (SA),18357,KOPPAMURRA (SA),SA,5734,2009-05-14,0,2016-07-06
4.16009e+06,5.31446e+07,locality,YEODENE,874,YEODENE,VIC,4712,2002-01-14,0,2017-07-20
4.16138e+06,5.09901e+07,locality,DAISY HILL,12244,DAISY HILL,VIC,4897,2002-01-14,0,2016-07-06
4.16138e+06,5.09901e+07,locality,GOLDEN POINT (MARYBOROUGH),12797,GOLDEN POINT,VIC,4897,2002-01-14,0,2016-07-06
1.33159e+07,5.09901e+07,locality,NETHERCOTE (NSW),15038,NETHERCOTE (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16006e+06,5.31446e+07,locality,MURROON,572,MURROON,VIC,4712,2002-01-14,0,2017-07-20
4.16138e+06,5.09901e+07,locality,MOKEPILLY,12246,MOKEPILLY,VIC,4897,2002-01-14,0,2016-07-06
4.16004e+06,5.31446e+07,locality,PENNYROYAL,632,PENNYROYAL,VIC,4712,2002-01-14,0,2017-07-20
4.16003e+06,5.31446e+07,locality,BARWON DOWNS,107,BARWON DOWNS,VIC,4712,2002-01-14,0,2017-07-20
4.16004e+06,5.31446e+07,locality,FAIRHAVEN,326,FAIRHAVEN,VIC,4712,2002-01-14,0,2017-07-20
4.16141e+06,5.09901e+07,locality,MCKENZIE HILL,12240,MCKENZIE HILL,VIC,4897,2002-01-14,0,2016-07-06
4.16e+06,5.31446e+07,locality,FORREST,341,FORREST,VIC,4712,2002-01-14,0,2017-07-20
4.16141e+06,5.09901e+07,locality,BARFOLD,12241,BARFOLD,VIC,4897,2002-01-14,0,2016-07-06
4.15997e+06,5.31446e+07,locality,BARRAMUNGA,103,BARRAMUNGA,VIC,4712,2002-01-14,0,2017-07-20
4.15997e+06,5.31446e+07,locality,KENNETT RIVER,444,KENNETT RIVER,VIC,4712,2002-01-14,0,2017-07-20
4.15997e+06,5.31446e+07,locality,MOUNT SABINE,565,MOUNT SABINE,VIC,4712,2002-01-14,0,2017-07-20
4.15994e+06,5.31446e+07,locality,TANYBRYN,760,TANYBRYN,VIC,4712,2002-01-14,0,2017-07-20
4.15995e+06,5.31446e+07,locality,WONGARRA,853,WONGARRA,VIC,4712,2002-01-14,0,2017-07-20
4.15995e+06,5.31446e+07,locality,GREY RIVER,379,GREY RIVER,VIC,4712,2002-01-14,0,2017-07-20
9.91029e+06,5.09891e+07,locality,WILBY,12720,WILBY,VIC,4897,2002-01-30,0,2016-07-06
9.91029e+06,5.09891e+07,locality,YOUARANG,12721,YOUARANG,VIC,4897,2002-01-30,0,2016-07-06
1.17986e+07,5.09891e+07,locality,ECHUCA VILLAGE,11899,ECHUCA VILLAGE,VIC,4897,2006-07-25,4.16191e+06,2016-07-06
9.9103e+06,5.09891e+07,locality,TUNGAMAH,1598,TUNGAMAH,VIC,4897,2002-01-30,0,2016-07-06
1.53058e+07,5.09891e+07,locality,WAMBAN (NSW),37113,WAMBAN (NSW),NSW,5817,2011-06-23,0,2016-07-06
9.9717e+06,5.09891e+07,locality,KOETONG,1324,KOETONG,VIC,4712,2002-02-25,0,2016-07-06
1.20158e+07,5.09891e+07,locality,BETHANGA,11240,BETHANGA,VIC,4712,2007-05-02,9.97171e+06,2016-07-06
1.3857e+07,5.09891e+07,locality,SENIOR (SA),18321,SENIOR (SA),SA,5734,2009-05-14,0,2016-07-06
9.9103e+06,5.09891e+07,locality,BOOMAHNOOMOONAH,12722,BOOMAHNOOMOONAH,VIC,4897,2002-01-30,0,2016-07-06
9.97171e+06,5.09891e+07,locality,CHILTERN,1154,CHILTERN,VIC,4712,2002-02-25,0,2016-07-06
9.97171e+06,5.09891e+07,locality,BELLBRIDGE,11239,BELLBRIDGE,VIC,4712,2002-02-25,0,2016-07-06
4.16191e+06,5.09891e+07,locality,YAMBUNA,11900,YAMBUNA,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09891e+07,locality,SHERWOOD (SA),18322,SHERWOOD (SA),SA,5734,2009-05-14,0,2016-07-06
1.17986e+07,5.09891e+07,locality,ROSLYNMEAD,1517,ROSLYNMEAD,VIC,4897,2006-07-25,4.1619e+06,2016-07-06
9.97172e+06,5.09891e+07,locality,BANDIANA,11234,BANDIANA,VIC,4712,2002-02-25,0,2016-07-06
1.33157e+07,5.09891e+07,locality,BRINGENBRONG (NSW),15004,BRINGENBRONG (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33157e+07,5.09891e+07,locality,BRAEMAR BAY (NSW),22391,BRAEMAR BAY (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09891e+07,locality,BODALLA (NSW),37114,BODALLA (NSW),NSW,5817,2011-06-23,0,2016-07-06
9.9103e+06,5.09891e+07,locality,PEECHELBA EAST,1480,PEECHELBA EAST,VIC,4897,2002-01-30,0,2016-07-06
4.1619e+06,5.09891e+07,locality,WATCHEM,1626,WATCHEM,VIC,4897,2002-01-14,0,2016-07-06
9.97172e+06,5.09891e+07,locality,INDIGO VALLEY,13046,INDIGO VALLEY,VIC,4712,2002-02-25,0,2016-07-06
4.1618e+06,5.09894e+07,locality,MIRAM,1408,MIRAM,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09894e+07,locality,JINDABYNE (NSW),22430,JINDABYNE (NSW),NSW,5684,2008-07-17,0,2016-07-06
9.91037e+06,5.09894e+07,locality,WINTON NORTH,12768,WINTON NORTH,VIC,4897,2002-01-30,0,2016-07-06
1.15808e+07,5.09894e+07,locality,BRUARONG,16099,BRUARONG,VIC,5449,2004-12-01,0,2016-07-06
4.1618e+06,5.09894e+07,locality,TANDARRA,1567,TANDARRA,VIC,4897,2002-01-14,0,2016-07-06
9.91037e+06,5.09894e+07,locality,BROKEN CREEK,5356,BROKEN CREEK,VIC,4897,2002-01-30,0,2016-07-06
1.17986e+07,5.09894e+07,locality,ELMORE,1214,ELMORE,VIC,4897,2006-07-25,4.1618e+06,2016-07-06
1.17986e+07,5.09894e+07,locality,HUNTER,1292,HUNTER,VIC,4897,2006-07-25,4.1618e+06,2016-07-06
4.16181e+06,5.09894e+07,locality,POWLETT PLAINS,11969,POWLETT PLAINS,VIC,4897,2002-01-14,0,2016-07-06
1.16365e+07,5.09894e+07,locality,KERGUNYAH SOUTH,17739,KERGUNYAH SOUTH,VIC,5468,2005-05-27,0,2016-07-06
9.91037e+06,5.09894e+07,locality,TATURA EAST,12769,TATURA EAST,VIC,4897,2002-01-30,0,2016-07-06
1.16365e+07,5.09894e+07,locality,GLEN CREEK,6577,GLEN CREEK,VIC,5468,2005-05-27,0,2016-07-06
9.91037e+06,5.09894e+07,locality,GLENROWAN,1256,GLENROWAN,VIC,4897,2002-01-30,0,2016-07-06
4.16179e+06,5.09894e+07,locality,COONOOER WEST,11970,COONOOER WEST,VIC,4897,2002-01-14,0,2016-07-06
4.16177e+06,5.09894e+07,locality,MURRA WARRA,11971,MURRA WARRA,VIC,4897,2002-01-14,0,2016-07-06
4.16178e+06,5.09894e+07,locality,LAWLOIT,11979,LAWLOIT,VIC,4897,2002-01-14,0,2016-07-06
9.91037e+06,5.09894e+07,locality,KIALLA EAST,12770,KIALLA EAST,VIC,4897,2002-01-30,0,2016-07-06
4.16162e+06,5.09898e+07,locality,STUART MILL,4485,STUART MILL,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,BUCKAJO (NSW),22473,BUCKAJO (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16163e+06,5.09898e+07,locality,GYMBOWEN,1274,GYMBOWEN,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,BEGA (NSW),22474,BEGA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16101e+06,5.29104e+07,locality,ALFREDTON,12455,ALFREDTON,VIC,4897,2002-01-14,0,2017-05-02
4.16101e+06,5.29104e+07,locality,LAKE WENDOUREE,10361,LAKE WENDOUREE,VIC,4897,2002-01-14,0,2017-05-02
1.38571e+07,5.09898e+07,locality,THE GAP (SA),18343,THE GAP (SA),SA,5734,2009-05-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,NELSON (NSW),22475,NELSON (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33158e+07,5.09898e+07,locality,DOCTOR GEORGE MOUNTAIN (NSW),22476,DOCTOR GEORGE MOUNTAIN (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16161e+06,5.09898e+07,locality,JUNORTOUN,12092,JUNORTOUN,VIC,4897,2002-01-14,0,2016-07-06
4.16159e+06,5.09898e+07,locality,WEST BENDIGO,12093,WEST BENDIGO,VIC,4897,2002-01-14,0,2016-07-06
4.16159e+06,5.09898e+07,locality,WALLALOO,12094,WALLALOO,VIC,4897,2002-01-14,0,2016-07-06
4.16159e+06,5.09898e+07,locality,MOUNT CAMEL,12095,MOUNT CAMEL,VIC,4897,2002-01-14,0,2016-07-06
4.1616e+06,5.09898e+07,locality,MOORMBOOL WEST,12096,MOORMBOOL WEST,VIC,4897,2002-01-14,0,2016-07-06
4.1616e+06,5.09898e+07,locality,SHEANS CREEK,8808,SHEANS CREEK,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,TARRAGANDA (NSW),22477,TARRAGANDA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.161e+06,5.29104e+07,locality,BALLARAT EAST,12460,BALLARAT EAST,VIC,4897,2002-01-14,0,2017-05-02
4.161e+06,5.29104e+07,locality,HADDON,1275,HADDON,VIC,4897,2002-01-14,0,2017-05-02
4.161e+06,5.29104e+07,locality,BUNKERS HILL,12463,BUNKERS HILL,VIC,4897,2002-01-14,0,2017-05-02
1.38571e+07,5.09901e+07,locality,JOANNA (SA),18358,JOANNA (SA),SA,5734,2009-05-14,0,2016-07-06
4.16137e+06,5.09901e+07,locality,HOWES CREEK,6884,HOWES CREEK,VIC,4897,2002-01-14,0,2016-07-06
4.16137e+06,5.09901e+07,locality,TARADALE,1570,TARADALE,VIC,4897,2002-01-14,0,2016-07-06
1.33159e+07,5.09901e+07,locality,WOG WOG (NSW),15040,WOG WOG (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.38571e+07,5.09901e+07,locality,STRUAN (SA),18359,STRUAN (SA),SA,5734,2009-05-14,0,2016-07-06
4.16137e+06,5.09901e+07,locality,DELATITE,17,DELATITE,VIC,4897,2002-01-14,0,2016-07-06
4.16137e+06,5.09901e+07,locality,FRYERSTOWN,12262,FRYERSTOWN,VIC,4897,2002-01-14,0,2016-07-06
4.16137e+06,5.09901e+07,locality,GOUGHS BAY,12263,GOUGHS BAY,VIC,4897,2002-01-14,0,2016-07-06
9.97185e+06,5.09901e+07,locality,TONGIO,13136,TONGIO,VIC,4712,2002-02-25,0,2016-07-06
4.16138e+06,5.09901e+07,locality,DEVILS RIVER,12264,DEVILS RIVER,VIC,4897,2002-01-14,0,2016-07-06
4.16135e+06,5.09901e+07,locality,LAKE EILDON,10214,LAKE EILDON,VIC,4897,2002-01-14,0,2016-07-06
4.16134e+06,5.09901e+07,locality,AMHERST,12265,AMHERST,VIC,4897,2002-01-14,0,2016-07-06
4.16134e+06,5.09901e+07,locality,NULLA VALE,601,NULLA VALE,VIC,4712,2002-01-14,0,2016-07-06
9.97185e+06,5.09901e+07,locality,NUNNIONG,13215,NUNNIONG,VIC,4712,2002-02-25,0,2016-07-06
4.16135e+06,5.09902e+07,locality,SIDONIA,12268,SIDONIA,VIC,4897,2002-01-14,0,2016-07-06
4.16135e+06,5.09902e+07,locality,LANGLEY,12269,LANGLEY,VIC,4897,2002-01-14,0,2016-07-06
4.16135e+06,5.09902e+07,locality,LAMPLOUGH,12270,LAMPLOUGH,VIC,4897,2002-01-14,0,2016-07-06
1.33159e+07,5.09902e+07,locality,TOWAMBA (NSW),15041,TOWAMBA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16135e+06,5.09902e+07,locality,METCALFE EAST,12271,METCALFE EAST,VIC,4897,2002-01-14,0,2016-07-06
4.16188e+06,5.09891e+07,locality,WYCHEPROOF SOUTH,11906,WYCHEPROOF SOUTH,VIC,4897,2002-01-14,0,2016-07-06
4.16189e+06,5.09891e+07,locality,CORACK EAST,11910,CORACK EAST,VIC,4897,2002-01-14,0,2016-07-06
1.15808e+07,5.09892e+07,locality,GEORGES CREEK,16096,GEORGES CREEK,VIC,5449,2004-12-01,0,2016-07-06
4.16188e+06,5.09892e+07,locality,MOLOGA,1417,MOLOGA,VIC,4897,2002-01-14,0,2016-07-06
1.17986e+07,5.09892e+07,locality,ECHUCA WEST,11908,ECHUCA WEST,VIC,4897,2006-07-25,4.16188e+06,2016-07-06
1.17986e+07,5.09892e+07,locality,BAMAWM EXTENSION,11920,BAMAWM EXTENSION,VIC,4897,2006-07-25,4.16186e+06,2016-07-06
9.91037e+06,5.09894e+07,locality,GIRGARRE EAST,12771,GIRGARRE EAST,VIC,4897,2002-01-30,0,2016-07-06
9.91037e+06,5.09894e+07,locality,CANIAMBO,12772,CANIAMBO,VIC,4897,2002-01-30,0,2016-07-06
9.97178e+06,5.09894e+07,locality,MITTA MITTA,11290,MITTA MITTA,VIC,4712,2002-02-25,0,2016-07-06
1.33158e+07,5.09894e+07,locality,EAST JINDABYNE (NSW),22431,EAST JINDABYNE (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16177e+06,5.09895e+07,locality,STANHOPE,1548,STANHOPE,VIC,4897,2002-01-14,0,2016-07-06
4.16178e+06,5.09895e+07,locality,LAEN,11973,LAEN,VIC,4897,2002-01-14,0,2016-07-06
1.17986e+07,5.09895e+07,locality,CARAG CARAG,18459,CARAG CARAG,VIC,5419,2006-07-25,0,2016-07-06
4.16178e+06,5.09895e+07,locality,AUCHMORE,11974,AUCHMORE,VIC,4897,2002-01-14,0,2016-07-06
4.161e+06,5.29104e+07,locality,BAKERY HILL,12464,BAKERY HILL,VIC,4897,2002-01-14,0,2017-05-02
4.1616e+06,5.09898e+07,locality,IRONBARK,12097,IRONBARK,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,GUNNINGRAH (NSW),22478,GUNNINGRAH (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1616e+06,5.09898e+07,locality,TARNAGULLA,11484,TARNAGULLA,VIC,4897,2002-01-14,0,2016-07-06
4.161e+06,5.29104e+07,locality,EUREKA,12466,EUREKA,VIC,4897,2002-01-14,0,2017-05-02
9.97182e+06,5.09898e+07,locality,NELSE,13108,NELSE,VIC,4712,2002-02-25,0,2016-07-06
1.33158e+07,5.09898e+07,locality,MOGILLA (NSW),22479,MOGILLA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1616e+06,5.09898e+07,locality,CREEK JUNCTION,12099,CREEK JUNCTION,VIC,4897,2002-01-14,0,2016-07-06
4.1616e+06,5.09898e+07,locality,GOLDEN SQUARE,1258,GOLDEN SQUARE,VIC,4897,2002-01-14,0,2016-07-06
4.16097e+06,5.29104e+07,locality,GOLDEN POINT (BALLARAT),12824,GOLDEN POINT,VIC,4897,2002-01-14,0,2017-05-02
4.1616e+06,5.09898e+07,locality,KANYA,12102,KANYA,VIC,4897,2002-01-14,0,2016-07-06
9.97182e+06,5.09898e+07,locality,WANDILIGONG,13109,WANDILIGONG,VIC,4712,2002-02-25,0,2016-07-06
4.16161e+06,5.09898e+07,locality,KITHBROOK,12103,KITHBROOK,VIC,4897,2002-01-14,0,2016-07-06
4.16161e+06,5.09898e+07,locality,LIMA EAST,12104,LIMA EAST,VIC,4897,2002-01-14,0,2016-07-06
4.16131e+06,5.09902e+07,locality,EDGECOMBE,12291,EDGECOMBE,VIC,4897,2002-01-14,0,2016-07-06
4.16131e+06,5.09902e+07,locality,YANDOIT,12293,YANDOIT,VIC,4897,2002-01-14,0,2016-07-06
4.16132e+06,5.09902e+07,locality,MOUNTAIN BAY,12295,MOUNTAIN BAY,VIC,4897,2002-01-14,0,2016-07-06
4.16132e+06,5.09902e+07,locality,BENLOCH,134,BENLOCH,VIC,4712,2002-01-14,0,2016-07-06
4.16132e+06,5.09902e+07,locality,CARALULUP,12297,CARALULUP,VIC,4897,2002-01-14,0,2016-07-06
1.33159e+07,5.09902e+07,locality,NUNGATTA (NSW),15045,NUNGATTA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1613e+06,5.09902e+07,locality,LEXTON,12299,LEXTON,VIC,4897,2002-01-14,0,2016-07-06
1.38571e+07,5.09902e+07,locality,WRATTONBULLY (SA),18361,WRATTONBULLY (SA),SA,5734,2009-05-14,0,2016-07-06
4.16129e+06,5.09902e+07,locality,DUNNEWORTHY,12301,DUNNEWORTHY,VIC,4897,2002-01-14,0,2016-07-06
4.16129e+06,5.09902e+07,locality,BELLFIELD (GRAMPIANS),12803,BELLFIELD,VIC,4897,2002-01-14,0,2016-07-06
1.38571e+07,5.09902e+07,locality,LUCINDALE (SA),18362,LUCINDALE (SA),SA,5734,2009-05-14,0,2016-07-06
4.16129e+06,5.09902e+07,locality,BURNBANK,12303,BURNBANK,VIC,4897,2002-01-14,0,2016-07-06
4.16129e+06,5.09902e+07,locality,TAYLOR BAY,12304,TAYLOR BAY,VIC,4897,2002-01-14,0,2016-07-06
1.33159e+07,5.09902e+07,locality,BOYDTOWN (NSW),15046,BOYDTOWN (NSW),NSW,5684,2008-07-17,0,2016-07-06
9.97172e+06,5.09892e+07,locality,CHILTERN VALLEY,13047,CHILTERN VALLEY,VIC,4712,2002-02-25,0,2016-07-06
9.9103e+06,5.09892e+07,locality,YOUANMITE,1673,YOUANMITE,VIC,4897,2002-01-30,0,2016-07-06
9.9103e+06,5.09892e+07,locality,PEECHELBA,12723,PEECHELBA,VIC,4897,2002-01-30,0,2016-07-06
9.9103e+06,5.09892e+07,locality,DRUMANURE,12724,DRUMANURE,VIC,4897,2002-01-30,0,2016-07-06
9.9103e+06,5.09892e+07,locality,WUNGHNU,1653,WUNGHNU,VIC,4897,2002-01-30,0,2016-07-06
9.97172e+06,5.09892e+07,locality,BULLIOH,1129,BULLIOH,VIC,4712,2002-02-25,0,2016-07-06
4.16189e+06,5.09892e+07,locality,CRYMELON,11911,CRYMELON,VIC,4897,2002-01-14,0,2016-07-06
1.33157e+07,5.09892e+07,locality,SNOWY PLAIN (NSW),22392,SNOWY PLAIN (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09892e+07,locality,NERRIGUNDAH (NSW),37115,NERRIGUNDAH (NSW),NSW,5817,2011-06-23,0,2016-07-06
4.16189e+06,5.09892e+07,locality,WATCHEM WEST,11916,WATCHEM WEST,VIC,4897,2002-01-14,0,2016-07-06
4.16189e+06,5.09892e+07,locality,CORACK,11913,CORACK,VIC,4897,2002-01-14,0,2016-07-06
4.16189e+06,5.09892e+07,locality,BROUGHTON,11914,BROUGHTON,VIC,4897,2002-01-14,0,2016-07-06
4.16189e+06,5.09892e+07,locality,CHIRRIP,11915,CHIRRIP,VIC,4897,2002-01-14,0,2016-07-06
9.97172e+06,5.09892e+07,locality,EBDEN,1210,EBDEN,VIC,4712,2002-02-25,0,2016-07-06
9.9103e+06,5.09892e+07,locality,WYUNA,11346,WYUNA,VIC,4897,2002-01-30,0,2016-07-06
9.97172e+06,5.09892e+07,locality,SHELLEY,1538,SHELLEY,VIC,4712,2002-02-25,0,2016-07-06
9.97172e+06,5.09892e+07,locality,BOORHAMAN EAST,13048,BOORHAMAN EAST,VIC,4712,2002-02-25,0,2016-07-06
9.97172e+06,5.09892e+07,locality,HUON CREEK,6903,HUON CREEK,VIC,4712,2002-02-25,0,2016-07-06
9.91037e+06,5.09895e+07,locality,HARSTON,12773,HARSTON,VIC,4897,2002-01-30,0,2016-07-06
1.38571e+07,5.09895e+07,locality,KONGAL (SA),18333,KONGAL (SA),SA,5734,2009-05-14,0,2016-07-06
9.97177e+06,5.09895e+07,locality,DARTMOUTH,11254,DARTMOUTH,VIC,4712,2002-02-25,0,2016-07-06
4.16178e+06,5.09895e+07,locality,NINE MILE,11975,NINE MILE,VIC,4897,2002-01-14,0,2016-07-06
4.16178e+06,5.09895e+07,locality,KAMAROOKA,11976,KAMAROOKA,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09895e+07,locality,BROGO (NSW),22432,BROGO (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16178e+06,5.09895e+07,locality,COONOOER BRIDGE,11977,COONOOER BRIDGE,VIC,4897,2002-01-14,0,2016-07-06
9.97177e+06,5.09895e+07,locality,ESKDALE,11265,ESKDALE,VIC,4712,2002-02-25,0,2016-07-06
4.16178e+06,5.09895e+07,locality,COPE COPE,1166,COPE COPE,VIC,4897,2002-01-14,0,2016-07-06
9.91038e+06,5.09895e+07,locality,TOOLAMBA,1586,TOOLAMBA,VIC,4897,2002-01-30,0,2016-07-06
9.91038e+06,5.09895e+07,locality,UPOTIPOTPON,12774,UPOTIPOTPON,VIC,4897,2002-01-30,0,2016-07-06
9.97177e+06,5.09895e+07,locality,DEDERANG,13074,DEDERANG,VIC,4712,2002-02-25,0,2016-07-06
1.38571e+07,5.09895e+07,locality,MUNDULLA WEST (SA),18334,MUNDULLA WEST (SA),SA,5734,2009-05-14,0,2016-07-06
4.16179e+06,5.09895e+07,locality,BURNEWANG,11983,BURNEWANG,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09895e+07,locality,CRACKENBACK (NSW),15011,CRACKENBACK (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33158e+07,5.09895e+07,locality,COBARGO (NSW),22433,COBARGO (NSW),NSW,5684,2008-07-17,0,2016-07-06
9.91038e+06,5.09895e+07,locality,GOWANGARDIE,12775,GOWANGARDIE,VIC,4897,2002-01-30,0,2016-07-06
1.33158e+07,5.09895e+07,locality,KOSCIUSZKO (NSW),15012,KOSCIUSZKO (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16161e+06,5.09898e+07,locality,QUARRY HILL,12106,QUARRY HILL,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,KAMERUKA (NSW),22480,KAMERUKA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16159e+06,5.09898e+07,locality,SHELBOURNE,12107,SHELBOURNE,VIC,4897,2002-01-14,0,2016-07-06
4.16097e+06,5.19809e+07,locality,GREENVALE,377,GREENVALE,VIC,4712,2002-01-14,0,2016-12-01
4.16154e+06,5.09898e+07,locality,CREIGHTONS CREEK,5962,CREIGHTONS CREEK,VIC,4897,2002-01-14,0,2016-07-06
9.97182e+06,5.09898e+07,locality,FREEBURGH,13111,FREEBURGH,VIC,4712,2002-02-25,0,2016-07-06
1.38571e+07,5.09898e+07,locality,KEPPOCH (SA),18344,KEPPOCH (SA),SA,5734,2009-05-14,0,2016-07-06
4.16158e+06,5.09898e+07,locality,DALYENONG,12109,DALYENONG,VIC,4897,2002-01-14,0,2016-07-06
1.33158e+07,5.09898e+07,locality,CHINNOCK (NSW),22481,CHINNOCK (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16158e+06,5.09898e+07,locality,KNOWSLEY,12110,KNOWSLEY,VIC,4897,2002-01-14,0,2016-07-06
4.16158e+06,5.09898e+07,locality,SAMARIA,12111,SAMARIA,VIC,4897,2002-01-14,0,2016-07-06
4.1615e+06,5.31052e+07,locality,GREENS CREEK,6682,GREENS CREEK,VIC,4897,2002-01-14,0,2017-06-19
4.16149e+06,5.31052e+07,locality,CAMPBELLS BRIDGE,12175,CAMPBELLS BRIDGE,VIC,4897,2002-01-14,0,2017-06-19
4.16148e+06,5.31052e+07,locality,WATTLE CREEK,9514,WATTLE CREEK,VIC,4897,2002-01-14,0,2017-06-19
4.16158e+06,5.09898e+07,locality,PAINSWICK,12114,PAINSWICK,VIC,4897,2002-01-14,0,2016-07-06
1.16365e+07,5.09898e+07,locality,LONGWOOD EAST,17741,LONGWOOD EAST,VIC,5468,2005-05-27,0,2016-07-06
4.16158e+06,5.09898e+07,locality,INKERMAN,12115,INKERMAN,VIC,4897,2002-01-14,0,2016-07-06
4.16154e+06,5.175e+07,locality,ARCHDALE JUNCTION,12156,ARCHDALE JUNCTION,VIC,4897,2002-01-14,0,2016-11-28
